Planet Id,Region Id,Constellation Id,System Id,Planet Name,Planet Type Id
40013074,10000002,20000029,30000205,Obe IV,1
40013078,10000002,20000029,30000205,Obe V,7
40013082,10000002,20000029,30000205,Obe VI,2
40013087,10000002,20000029,30000206,Wirashoda I,5
40013088,10000002,20000029,30000206,Wirashoda II,2
40013090,10000002,20000029,30000206,Wirashoda III,5
40013092,10000002,20000029,30000206,Wirashoda IV,2
40013093,10000002,20000029,30000206,Wirashoda V,7
40013095,10000002,20000029,30000206,Wirashoda VI,4
40013100,10000002,20000029,30000206,Wirashoda VII,4
40013119,10000002,20000029,30000206,Wirashoda VIII,6
40013128,10000002,20000029,30000206,Wirashoda IX,2
40013131,10000002,20000029,30000207,Osaa I,2
40013133,10000002,20000029,30000207,Osaa II,5
40013136,10000002,20000029,30000207,Osaa III,2
40013139,10000002,20000029,30000207,Osaa IV,4
40013157,10000002,20000029,30000207,Osaa V,4
40013174,10000002,20000029,30000207,Osaa VI,3
40013176,10000002,20000029,30000207,Osaa VII,2
40013181,10000003,20000030,30000208,LZ-6SU I,2
40013183,10000003,20000030,30000208,LZ-6SU II,2
40013186,10000003,20000030,30000208,LZ-6SU III,2
40013188,10000003,20000030,30000208,LZ-6SU IV,1
40013191,10000003,20000030,30000208,LZ-6SU V,7
40013194,10000003,20000030,30000208,LZ-6SU VI,7
40013201,10000003,20000030,30000208,LZ-6SU VII,4
40013209,10000003,20000030,30000208,LZ-6SU VIII,1
40013213,10000003,20000030,30000208,LZ-6SU IX,4
40013231,10000003,20000030,30000208,LZ-6SU X,6
40013260,10000003,20000030,30000208,LZ-6SU XI,2
40013262,10000003,20000030,30000209,MC6O-F I,2
40013263,10000003,20000030,30000209,MC6O-F II,7
40013265,10000003,20000030,30000209,MC6O-F III,7
40013267,10000003,20000030,30000209,MC6O-F IV,1
40013269,10000003,20000030,30000209,MC6O-F V,7
40013274,10000003,20000030,30000209,MC6O-F VI,4
40013279,10000003,20000030,30000209,MC6O-F VII,4
40013297,10000003,20000030,30000209,MC6O-F VIII,4
40013302,10000003,20000030,30000209,MC6O-F IX,6
40013308,10000003,20000030,30000210,U54-1L I,2
40013310,10000003,20000030,30000210,U54-1L II,2
40013311,10000003,20000030,30000210,U54-1L III,2
40013312,10000003,20000030,30000210,U54-1L IV,5
40013313,10000003,20000030,30000210,U54-1L V,3
40013315,10000003,20000030,30000210,U54-1L VI,5
40013316,10000003,20000030,30000210,U54-1L VII,7
40013319,10000003,20000030,30000210,U54-1L VIII,4
40013332,10000003,20000030,30000210,U54-1L IX,4
40013367,10000003,20000030,30000210,U54-1L X,2
40013371,10000003,20000030,30000210,U54-1L XI,3
40013376,10000003,20000030,30000211,B-588R I,2
40013377,10000003,20000030,30000211,B-588R II,8
40013378,10000003,20000030,30000211,B-588R III,2
40013380,10000003,20000030,30000211,B-588R IV,4
40013384,10000003,20000030,30000211,B-588R V,4
40013404,10000003,20000030,30000211,B-588R VI,4
40013425,10000003,20000030,30000211,B-588R VII,4
40013452,10000003,20000030,30000211,B-588R VIII,2
40013456,10000003,20000030,30000211,B-588R IX,6
40013487,10000003,20000030,30000212,NCGR-Q I,2
40013489,10000003,20000030,30000212,NCGR-Q II,7
40013491,10000003,20000030,30000212,NCGR-Q III,2
40013494,10000003,20000030,30000212,NCGR-Q IV,4
40013506,10000003,20000030,30000212,NCGR-Q V,4
40013530,10000003,20000030,30000212,NCGR-Q VI,6
40013559,10000003,20000030,30000212,NCGR-Q VII,2
40013563,10000003,20000030,30000213,G-LOIT I,8
40013565,10000003,20000030,30000213,G-LOIT II,5
40013567,10000003,20000030,30000213,G-LOIT III,4
40013592,10000003,20000030,30000213,G-LOIT IV,4
40013613,10000003,20000030,30000213,G-LOIT V,4
40013634,10000003,20000030,30000213,G-LOIT VI,1
40013637,10000003,20000030,30000213,G-LOIT VII,4
40013644,10000003,20000030,30000213,G-LOIT VIII,6
40013679,10000003,20000030,30000214,HE-V4V I,7
40013680,10000003,20000030,30000214,HE-V4V II,2
40013683,10000003,20000030,30000214,HE-V4V III,1
40013685,10000003,20000030,30000214,HE-V4V IV,3
40013687,10000003,20000030,30000214,HE-V4V V,5
40013690,10000003,20000030,30000214,HE-V4V VI,1
40013693,10000003,20000030,30000214,HE-V4V VII,4
40013708,10000003,20000030,30000214,HE-V4V VIII,4
40013725,10000003,20000030,30000214,HE-V4V IX,4
40013738,10000003,20000030,30000214,HE-V4V X,4
40013773,10000003,20000030,30000214,HE-V4V XI,6
40013789,10000003,20000031,30000215,N-HSK0 I,2
40013790,10000003,20000031,30000215,N-HSK0 II,2
40013792,10000003,20000031,30000215,N-HSK0 III,1
40013796,10000003,20000031,30000215,N-HSK0 IV,8
40013798,10000003,20000031,30000215,N-HSK0 V,4
40013802,10000003,20000031,30000215,N-HSK0 VI,4
40013808,10000003,20000031,30000215,N-HSK0 VII,2
40013815,10000003,20000031,30000216,05R-7A I,2
40013816,10000003,20000031,30000216,05R-7A II,5
40013817,10000003,20000031,30000216,05R-7A III,5
40013819,10000003,20000031,30000216,05R-7A IV,5
40013823,10000003,20000031,30000216,05R-7A V,5
40013827,10000003,20000031,30000216,05R-7A VI,7
40013830,10000003,20000031,30000216,05R-7A VII,4
40013833,10000003,20000031,30000216,05R-7A VIII,4
40013838,10000003,20000031,30000216,05R-7A IX,2
40013841,10000003,20000031,30000216,05R-7A X,3
40013845,10000003,20000031,30000217,7-UH4Z I,2
40013847,10000003,20000031,30000217,7-UH4Z II,2
40013850,10000003,20000031,30000217,7-UH4Z III,3
40013852,10000003,20000031,30000217,7-UH4Z IV,2
40013854,10000003,20000031,30000217,7-UH4Z V,5
40013856,10000003,20000031,30000217,7-UH4Z VI,4
40013877,10000003,20000031,30000217,7-UH4Z VII,4
40013897,10000003,20000031,30000217,7-UH4Z VIII,6
40013935,10000003,20000031,30000217,7-UH4Z IX,2
40013940,10000003,20000031,30000218,5ZO-NZ I,5
40013942,10000003,20000031,30000218,5ZO-NZ II,2
40013945,10000003,20000031,30000218,5ZO-NZ III,2
40013946,10000003,20000031,30000218,5ZO-NZ IV,2
40013948,10000003,20000031,30000218,5ZO-NZ V,1
40013950,10000003,20000031,30000218,5ZO-NZ VI,1
40013954,10000003,20000031,30000218,5ZO-NZ VII,4
40013975,10000003,20000031,30000218,5ZO-NZ VIII,4
40013996,10000003,20000031,30000218,5ZO-NZ IX,6
40014001,10000003,20000031,30000219,FS-RFL I,5
40014002,10000003,20000031,30000219,FS-RFL II,2
40014004,10000003,20000031,30000219,FS-RFL III,5
40014005,10000003,20000031,30000219,FS-RFL IV,2
40014008,10000003,20000031,30000219,FS-RFL V,4
40014012,10000003,20000031,30000219,FS-RFL VI,4
40014034,10000003,20000031,30000219,FS-RFL VII,4
40014058,10000003,20000031,30000219,FS-RFL VIII,2
40014064,10000003,20000031,30000220,Y0-BVN I,2
40014066,10000003,20000031,30000220,Y0-BVN II,2
40014068,10000003,20000031,30000220,Y0-BVN III,8
40014070,10000003,20000031,30000220,Y0-BVN IV,5
40014072,10000003,20000031,30000220,Y0-BVN V,2
40014074,10000003,20000031,30000220,Y0-BVN VI,3
40014078,10000003,20000031,30000220,Y0-BVN VII,7
40014081,10000003,20000031,30000220,Y0-BVN VIII,4
40014106,10000003,20000031,30000220,Y0-BVN IX,4
40014124,10000003,20000031,30000221,X97D-W I,2
40014126,10000003,20000031,30000221,X97D-W II,5
40014131,10000003,20000031,30000221,X97D-W III,4
40014148,10000003,20000031,30000221,X97D-W IV,4
40014168,10000003,20000031,30000221,X97D-W V,1
40014171,10000003,20000031,30000221,X97D-W VI,4
40014199,10000003,20000031,30000221,X97D-W VII,2
40014204,10000003,20000032,30000222,0-R5TS I,5
40014206,10000003,20000032,30000222,0-R5TS II,4
40014212,10000003,20000032,30000222,0-R5TS III,4
40014220,10000003,20000032,30000222,0-R5TS IV,4
40014241,10000003,20000032,30000222,0-R5TS V,4
40014277,10000003,20000032,30000222,0-R5TS VI,2
40014280,10000003,20000032,30000222,0-R5TS VII,2
40014284,10000003,20000032,30000223,H-UCD1 I,2
40014286,10000003,20000032,30000223,H-UCD1 II,2
40014289,10000003,20000032,30000223,H-UCD1 III,2
40014291,10000003,20000032,30000223,H-UCD1 IV,4
40014318,10000003,20000032,30000223,H-UCD1 V,6
40014328,10000003,20000032,30000223,H-UCD1 VI,2
40014331,10000003,20000032,30000224,7-K5EL I,8
40014333,10000003,20000032,30000224,7-K5EL II,5
40014335,10000003,20000032,30000224,7-K5EL III,4
40014358,10000003,20000032,30000224,7-K5EL IV,4
40014377,10000003,20000032,30000224,7-K5EL V,4
40014401,10000003,20000032,30000224,7-K5EL VI,6
40014418,10000003,20000032,30000224,7-K5EL VII,2
40014420,10000003,20000032,30000225,H-5GUI I,2
40014422,10000003,20000032,30000225,H-5GUI II,1
40014424,10000003,20000032,30000225,H-5GUI III,2
40014425,10000003,20000032,30000225,H-5GUI IV,2
40014428,10000003,20000032,30000225,H-5GUI V,4
40014448,10000003,20000032,30000225,H-5GUI VI,4
40014476,10000003,20000032,30000225,H-5GUI VII,4
40014496,10000003,20000032,30000225,H-5GUI VIII,6
40014499,10000003,20000032,30000225,H-5GUI IX,7
40014506,10000003,20000032,30000226,FH-TTC I,5
40014507,10000003,20000032,30000226,FH-TTC II,2
40014508,10000003,20000032,30000226,FH-TTC III,1
40014511,10000003,20000032,30000226,FH-TTC IV,1
40014514,10000003,20000032,30000226,FH-TTC V,4
40014518,10000003,20000032,30000226,FH-TTC VI,4
40014534,10000003,20000032,30000226,FH-TTC VII,6
40014571,10000003,20000032,30000227,FMBR-8 I,2
40014573,10000003,20000032,30000227,FMBR-8 II,8
40014575,10000003,20000032,30000227,FMBR-8 III,5
40014576,10000003,20000032,30000227,FMBR-8 IV,1
40014579,10000003,20000032,30000227,FMBR-8 V,4
40014593,10000003,20000032,30000227,FMBR-8 VI,4
40014612,10000003,20000032,30000227,FMBR-8 VII,4
40014623,10000003,20000032,30000227,FMBR-8 VIII,4
40014628,10000003,20000032,30000227,FMBR-8 IX,4
40014638,10000003,20000032,30000227,FMBR-8 X,3
40014641,10000003,20000033,30000228,3HX-DL I,2
40014642,10000003,20000033,30000228,3HX-DL II,8
40014645,10000003,20000033,30000228,3HX-DL III,5
40014649,10000003,20000033,30000228,3HX-DL IV,2
40014652,10000003,20000033,30000228,3HX-DL V,1
40014656,10000003,20000033,30000228,3HX-DL VI,4
40014671,10000003,20000033,30000228,3HX-DL VII,4
40014677,10000003,20000033,30000228,3HX-DL VIII,2
40014682,10000003,20000033,30000229,UH-9ZG I,3
40014684,10000003,20000033,30000229,UH-9ZG II,2
40014687,10000003,20000033,30000229,UH-9ZG III,3
40014688,10000003,20000033,30000229,UH-9ZG IV,2
40014691,10000003,20000033,30000229,UH-9ZG V,1
40014695,10000003,20000033,30000229,UH-9ZG VI,1
40014701,10000003,20000033,30000230,NFM-0V I,2
40014702,10000003,20000033,30000230,NFM-0V II,2
40014704,10000003,20000033,30000230,NFM-0V III,2
40014705,10000003,20000033,30000230,NFM-0V IV,7
40014707,10000003,20000033,30000230,NFM-0V V,1
40014710,10000003,20000033,30000230,NFM-0V VI,4
40014727,10000003,20000033,30000230,NFM-0V VII,4
40014748,10000003,20000033,30000230,NFM-0V VIII,6
40014756,10000003,20000033,30000231,YXIB-I I,2
40014758,10000003,20000033,30000231,YXIB-I II,5
40014762,10000003,20000033,30000231,YXIB-I III,4
40014780,10000003,20000033,30000231,YXIB-I IV,4
40014798,10000003,20000033,30000231,YXIB-I V,4
40014821,10000003,20000033,30000231,YXIB-I VI,4
40014832,10000003,20000033,30000231,YXIB-I VII,7
40014834,10000003,20000033,30000231,YXIB-I VIII,6
40014842,10000003,20000033,30000231,YXIB-I IX,2
40014845,10000003,20000033,30000232,MY-T2P I,2
40014846,10000003,20000033,30000232,MY-T2P II,2
40014847,10000003,20000033,30000232,MY-T2P III,5
40014848,10000003,20000033,30000232,MY-T2P IV,2
40014851,10000003,20000033,30000232,MY-T2P V,7
40014853,10000003,20000033,30000232,MY-T2P VI,4
40014874,10000003,20000033,30000232,MY-T2P VII,4
40014897,10000003,20000033,30000232,MY-T2P VIII,2
40014901,10000003,20000033,30000232,MY-T2P IX,6
40014905,10000003,20000033,30000233,FA-DMO I,5
40014907,10000003,20000033,30000233,FA-DMO II,2
40014909,10000003,20000033,30000233,FA-DMO III,7
40014911,10000003,20000033,30000233,FA-DMO IV,1
40014914,10000003,20000033,30000233,FA-DMO V,1
40014917,10000003,20000033,30000233,FA-DMO VI,2
40014920,10000003,20000033,30000233,FA-DMO VII,2
40014923,10000003,20000033,30000233,FA-DMO VIII,4
40014928,10000003,20000033,30000233,FA-DMO IX,4
40014952,10000003,20000033,30000233,FA-DMO X,4
40014972,10000003,20000033,30000233,FA-DMO XI,4
40015001,10000003,20000033,30000233,FA-DMO XII,6
40015005,10000003,20000033,30000233,FA-DMO XIII,3
40015010,10000003,20000033,30000234,GEKJ-9 I,2
40015011,10000003,20000033,30000234,GEKJ-9 II,5
40015013,10000003,20000033,30000234,GEKJ-9 III,4
40015030,10000003,20000033,30000234,GEKJ-9 IV,4
40015054,10000003,20000033,30000234,GEKJ-9 V,4
40015080,10000003,20000033,30000234,GEKJ-9 VI,7
40015087,10000003,20000033,30000234,GEKJ-9 VII,2
40015093,10000003,20000033,30000235,Q-R3GP I,2
40015095,10000003,20000033,30000235,Q-R3GP II,5
40015097,10000003,20000033,30000235,Q-R3GP III,2
40015098,10000003,20000033,30000235,Q-R3GP IV,5
40015100,10000003,20000033,30000235,Q-R3GP V,1
40015103,10000003,20000033,30000235,Q-R3GP VI,5
40015106,10000003,20000033,30000235,Q-R3GP VII,4
40015122,10000003,20000033,30000235,Q-R3GP VIII,4
40015127,10000003,20000033,30000235,Q-R3GP IX,2
40015130,10000003,20000033,30000235,Q-R3GP X,4
40015156,10000003,20000033,30000235,Q-R3GP XI,6
40015162,10000003,20000033,30000236,N-5QPW I,2
40015163,10000003,20000033,30000236,N-5QPW II,2
40015164,10000003,20000033,30000236,N-5QPW III,7
40015166,10000003,20000033,30000236,N-5QPW IV,2
40015168,10000003,20000033,30000236,N-5QPW V,3
40015172,10000003,20000033,30000236,N-5QPW VI,1
40015175,10000003,20000033,30000236,N-5QPW VII,4
40015192,10000003,20000033,30000236,N-5QPW VIII,4
40015217,10000003,20000033,30000236,N-5QPW IX,2
40015222,10000003,20000033,30000237,XV-8JQ I,5
40015223,10000003,20000033,30000237,XV-8JQ II,5
40015226,10000003,20000033,30000237,XV-8JQ III,2
40015228,10000003,20000033,30000237,XV-8JQ IV,1
40015231,10000003,20000033,30000237,XV-8JQ V,4
40015260,10000003,20000033,30000237,XV-8JQ VI,4
40015283,10000003,20000033,30000237,XV-8JQ VII,6
40015291,10000003,20000034,30000238,WBR5-R I,2
40015293,10000003,20000034,30000238,WBR5-R II,7
40015296,10000003,20000034,30000238,WBR5-R III,4
40015300,10000003,20000034,30000238,WBR5-R IV,1
40015304,10000003,20000034,30000238,WBR5-R V,4
40015309,10000003,20000034,30000239,4GYV-Q I,5
40015310,10000003,20000034,30000239,4GYV-Q II,2
40015311,10000003,20000034,30000239,4GYV-Q III,5
40015313,10000003,20000034,30000239,4GYV-Q IV,2
40015315,10000003,20000034,30000239,4GYV-Q V,5
40015317,10000003,20000034,30000239,4GYV-Q VI,1
40015319,10000003,20000034,30000239,4GYV-Q VII,2
40015322,10000003,20000034,30000239,4GYV-Q VIII,2
40015325,10000003,20000034,30000239,4GYV-Q IX,4
40015334,10000003,20000034,30000239,4GYV-Q X,1
40015339,10000003,20000034,30000239,4GYV-Q XI,4
40015358,10000003,20000034,30000239,4GYV-Q XII,1
40015363,10000003,20000034,30000240,4-HWWF I,2
40015364,10000003,20000034,30000240,4-HWWF II,2
40015366,10000003,20000034,30000240,4-HWWF III,1
40015368,10000003,20000034,30000240,4-HWWF IV,4
40015381,10000003,20000034,30000240,4-HWWF V,4
40015403,10000003,20000034,30000240,4-HWWF VI,4
40015426,10000003,20000034,30000240,4-HWWF VII,6
40015457,10000003,20000034,30000241,YMJG-4 I,7
40015459,10000003,20000034,30000241,YMJG-4 II,7
40015461,10000003,20000034,30000241,YMJG-4 III,2
40015463,10000003,20000034,30000241,YMJG-4 IV,1
40015466,10000003,20000034,30000241,YMJG-4 V,4
40015476,10000003,20000034,30000241,YMJG-4 VI,2
40015480,10000003,20000034,30000241,YMJG-4 VII,2
40015483,10000003,20000034,30000241,YMJG-4 VIII,3
40015487,10000003,20000034,30000242,8TPX-N I,5
40015488,10000003,20000034,30000242,8TPX-N II,2
40015490,10000003,20000034,30000242,8TPX-N III,5
40015492,10000003,20000034,30000242,8TPX-N IV,1
40015494,10000003,20000034,30000242,8TPX-N V,1
40015497,10000003,20000034,30000242,8TPX-N VI,2
40015500,10000003,20000034,30000242,8TPX-N VII,4
40015522,10000003,20000034,30000242,8TPX-N VIII,4
40015530,10000003,20000034,30000243,PM-DWE I,2
40015532,10000003,20000034,30000243,PM-DWE II,2
40015533,10000003,20000034,30000243,PM-DWE III,3
40015534,10000003,20000034,30000243,PM-DWE IV,1
40015535,10000003,20000034,30000243,PM-DWE V,1
40015538,10000003,20000034,30000243,PM-DWE VI,1
40015541,10000003,20000034,30000243,PM-DWE VII,1
40015545,10000003,20000034,30000243,PM-DWE VIII,4
40015550,10000003,20000035,30000244,K8X-6B I,2
40015552,10000003,20000035,30000244,K8X-6B II,2
40015554,10000003,20000035,30000244,K8X-6B III,4
40015568,10000003,20000035,30000244,K8X-6B IV,4
40015577,10000003,20000035,30000244,K8X-6B V,4
40015597,10000003,20000035,30000244,K8X-6B VI,4
40015624,10000003,20000035,30000244,K8X-6B VII,2
40015630,10000003,20000035,30000245,X445-5 I,5
40015631,10000003,20000035,30000245,X445-5 II,5
40015632,10000003,20000035,30000245,X445-5 III,8
40015634,10000003,20000035,30000245,X445-5 IV,5
40015636,10000003,20000035,30000245,X445-5 V,2
40015639,10000003,20000035,30000245,X445-5 VI,1
40015641,10000003,20000035,30000245,X445-5 VII,2
40015643,10000003,20000035,30000245,X445-5 VIII,3
40015646,10000003,20000035,30000245,X445-5 IX,7
40015651,10000003,20000035,30000246,KRUN-N I,2
40015653,10000003,20000035,30000246,KRUN-N II,5
40015655,10000003,20000035,30000246,KRUN-N III,8
40015659,10000003,20000035,30000246,KRUN-N IV,7
40015662,10000003,20000035,30000246,KRUN-N V,2
40015665,10000003,20000035,30000246,KRUN-N VI,4
40015680,10000003,20000035,30000246,KRUN-N VII,4
40015701,10000003,20000035,30000246,KRUN-N VIII,4
40015731,10000003,20000035,30000246,KRUN-N IX,2
40015736,10000003,20000035,30000247,9OO-LH I,5
40015738,10000003,20000035,30000247,9OO-LH II,2
40015740,10000003,20000035,30000247,9OO-LH III,2
40015743,10000003,20000035,30000247,9OO-LH IV,1
40015745,10000003,20000035,30000247,9OO-LH V,7
40015749,10000003,20000035,30000247,9OO-LH VI,2
40015753,10000003,20000035,30000247,9OO-LH VII,4
40015759,10000003,20000035,30000247,9OO-LH VIII,4
40015766,10000003,20000035,30000248,V-OJEN I,2
40015768,10000003,20000035,30000248,V-OJEN II,5
40015770,10000003,20000035,30000248,V-OJEN III,1
40015772,10000003,20000035,30000248,V-OJEN IV,4
40015790,10000003,20000035,30000248,V-OJEN V,4
40015796,10000003,20000035,30000248,V-OJEN VI,4
40015815,10000003,20000035,30000248,V-OJEN VII,6
40015820,10000003,20000035,30000248,V-OJEN VIII,6
40015831,10000003,20000035,30000248,V-OJEN IX,2
40015836,10000003,20000035,30000248,V-OJEN X,7
40015840,10000003,20000035,30000249,EIDI-N I,5
40015841,10000003,20000035,30000249,EIDI-N II,2
40015843,10000003,20000035,30000249,EIDI-N III,5
40015844,10000003,20000035,30000249,EIDI-N IV,3
40015847,10000003,20000035,30000249,EIDI-N V,8
40015848,10000003,20000035,30000249,EIDI-N VI,5
40015851,10000003,20000035,30000249,EIDI-N VII,5
40015855,10000003,20000035,30000249,EIDI-N VIII,3
40015860,10000003,20000035,30000250,P3EN-E I,5
40015861,10000003,20000035,30000250,P3EN-E II,2
40015862,10000003,20000035,30000250,P3EN-E III,2
40015863,10000003,20000035,30000250,P3EN-E IV,2
40015865,10000003,20000035,30000250,P3EN-E V,2
40015867,10000003,20000035,30000250,P3EN-E VI,2
40015870,10000003,20000035,30000250,P3EN-E VII,2
40015872,10000003,20000035,30000250,P3EN-E VIII,2
40015876,10000003,20000035,30000250,P3EN-E IX,4
40015881,10000003,20000035,30000250,P3EN-E X,4
40015914,10000003,20000035,30000251,49-0LI I,2
40015915,10000003,20000035,30000251,49-0LI II,5
40015917,10000003,20000035,30000251,49-0LI III,2
40015918,10000003,20000035,30000251,49-0LI IV,1
40015921,10000003,20000035,30000251,49-0LI V,4
40015927,10000003,20000035,30000251,49-0LI VI,7
40015930,10000003,20000035,30000251,49-0LI VII,2
40015934,10000003,20000035,30000251,49-0LI VIII,4
40015942,10000003,20000035,30000252,IPAY-2 I,2
40015944,10000003,20000035,30000252,IPAY-2 II,8
40015946,10000003,20000035,30000252,IPAY-2 III,5
40015950,10000003,20000035,30000252,IPAY-2 IV,1
40015952,10000003,20000035,30000252,IPAY-2 V,4
40015959,10000003,20000035,30000252,IPAY-2 VI,1
40015963,10000003,20000035,30000252,IPAY-2 VII,3
40015967,10000003,20000035,30000253,DAYP-G I,8
40015968,10000003,20000035,30000253,DAYP-G II,4
40015981,10000003,20000035,30000253,DAYP-G III,4
40015997,10000003,20000035,30000253,DAYP-G IV,6
40016008,10000003,20000036,30000254,IFJ-EL I,2
40016009,10000003,20000036,30000254,IFJ-EL II,5
40016010,10000003,20000036,30000254,IFJ-EL III,7
40016012,10000003,20000036,30000254,IFJ-EL IV,4
40016030,10000003,20000036,30000254,IFJ-EL V,7
40016033,10000003,20000036,30000254,IFJ-EL VI,4
40016057,10000003,20000036,30000254,IFJ-EL VII,4
40016088,10000003,20000036,30000255,47L-J4 I,8
40016089,10000003,20000036,30000255,47L-J4 II,2
40016092,10000003,20000036,30000255,47L-J4 III,2
40016093,10000003,20000036,30000255,47L-J4 IV,2
40016094,10000003,20000036,30000255,47L-J4 V,2
40016097,10000003,20000036,30000255,47L-J4 VI,3
40016099,10000003,20000036,30000255,47L-J4 VII,1
40016102,10000003,20000036,30000255,47L-J4 VIII,7
40016108,10000003,20000036,30000256,Q-L07F I,7
40016110,10000003,20000036,30000256,Q-L07F II,1
40016112,10000003,20000036,30000256,Q-L07F III,4
40016123,10000003,20000036,30000256,Q-L07F IV,3
40016125,10000003,20000036,30000256,Q-L07F V,4
40016150,10000003,20000036,30000256,Q-L07F VI,4
40016174,10000003,20000036,30000256,Q-L07F VII,6
40016178,10000003,20000036,30000257,E-D0VZ I,8
40016180,10000003,20000036,30000257,E-D0VZ II,2
40016181,10000003,20000036,30000257,E-D0VZ III,2
40016184,10000003,20000036,30000257,E-D0VZ IV,2
40016188,10000003,20000036,30000257,E-D0VZ V,5
40016189,10000003,20000036,30000257,E-D0VZ VI,1
40016192,10000003,20000036,30000257,E-D0VZ VII,1
40016193,10000003,20000036,30000257,E-D0VZ VIII,1
40016197,10000003,20000036,30000258,6WW-28 I,2
40016199,10000003,20000036,30000258,6WW-28 II,2
40016201,10000003,20000036,30000258,6WW-28 III,4
40016204,10000003,20000036,30000258,6WW-28 IV,4
40016216,10000003,20000036,30000258,6WW-28 V,1
40016219,10000003,20000036,30000258,6WW-28 VI,4
40016244,10000003,20000036,30000259,A8A-JN I,2
40016246,10000003,20000036,30000259,A8A-JN II,5
40016248,10000003,20000036,30000259,A8A-JN III,1
40016252,10000003,20000036,30000259,A8A-JN IV,4
40016259,10000003,20000036,30000259,A8A-JN V,4
40016264,10000003,20000036,30000259,A8A-JN VI,4
40016281,10000003,20000036,30000259,A8A-JN VII,4
40016308,10000003,20000036,30000259,A8A-JN VIII,2
40016315,10000003,20000036,30000260,S-NJBB I,2
40016317,10000003,20000036,30000260,S-NJBB II,2
40016318,10000003,20000036,30000260,S-NJBB III,1
40016320,10000003,20000036,30000260,S-NJBB IV,4
40016327,10000003,20000036,30000260,S-NJBB V,2
40016330,10000003,20000036,30000260,S-NJBB VI,5
40016334,10000003,20000036,30000260,S-NJBB VII,4
40016363,10000003,20000036,30000260,S-NJBB VIII,4
40016370,10000003,20000036,30000260,S-NJBB IX,4
40016381,10000003,20000037,30000261,T-GCGL I,2
40016383,10000003,20000037,30000261,T-GCGL II,7
40016385,10000003,20000037,30000261,T-GCGL III,5
40016387,10000003,20000037,30000261,T-GCGL IV,1
40016390,10000003,20000037,30000261,T-GCGL V,1
40016394,10000003,20000037,30000261,T-GCGL VI,4
40016412,10000003,20000037,30000261,T-GCGL VII,4
40016431,10000003,20000037,30000261,T-GCGL VIII,4
40016459,10000003,20000037,30000261,T-GCGL IX,4
40016484,10000003,20000037,30000261,T-GCGL X,2
40016486,10000003,20000037,30000261,T-GCGL XI,4
40016512,10000003,20000037,30000261,T-GCGL XII,3
40016515,10000003,20000037,30000262,0MV-4W I,2
40016517,10000003,20000037,30000262,0MV-4W II,2
40016519,10000003,20000037,30000262,0MV-4W III,2
40016521,10000003,20000037,30000262,0MV-4W IV,4
40016526,10000003,20000037,30000262,0MV-4W V,4
40016533,10000003,20000037,30000262,0MV-4W VI,4
40016556,10000003,20000037,30000262,0MV-4W VII,4
40016595,10000003,20000037,30000262,0MV-4W VIII,7
40016607,10000003,20000037,30000262,0MV-4W IX,3
40016610,10000003,20000037,30000263,TVN-FM I,5
40016611,10000003,20000037,30000263,TVN-FM II,2
40016612,10000003,20000037,30000263,TVN-FM III,2
40016614,10000003,20000037,30000263,TVN-FM IV,7
40016617,10000003,20000037,30000263,TVN-FM V,7
40016620,10000003,20000037,30000263,TVN-FM VI,4
40016625,10000003,20000037,30000263,TVN-FM VII,1
40016628,10000003,20000037,30000263,TVN-FM VIII,4
40016649,10000003,20000037,30000263,TVN-FM IX,1
40016652,10000003,20000037,30000263,TVN-FM X,6
40016658,10000003,20000037,30000264,V-NL3K I,2
40016660,10000003,20000037,30000264,V-NL3K II,7
40016662,10000003,20000037,30000264,V-NL3K III,7
40016665,10000003,20000037,30000264,V-NL3K IV,4
40016670,10000003,20000037,30000264,V-NL3K V,2
40016672,10000003,20000037,30000264,V-NL3K VI,4
40016686,10000003,20000037,30000264,V-NL3K VII,4
40016709,10000003,20000037,30000264,V-NL3K VIII,4
40016725,10000003,20000037,30000264,V-NL3K IX,4
40016732,10000003,20000037,30000264,V-NL3K X,6
40016740,10000003,20000037,30000264,V-NL3K XI,3
40016742,10000003,20000037,30000264,V-NL3K XII,3
40016745,10000003,20000037,30000265,AZBR-2 I,5
40016746,10000003,20000037,30000265,AZBR-2 II,2
40016748,10000003,20000037,30000265,AZBR-2 III,5
40016750,10000003,20000037,30000265,AZBR-2 IV,3
40016751,10000003,20000037,30000265,AZBR-2 V,2
40016753,10000003,20000037,30000265,AZBR-2 VI,2
40016756,10000003,20000037,30000265,AZBR-2 VII,1
40016759,10000003,20000037,30000265,AZBR-2 VIII,4
40016764,10000003,20000037,30000265,AZBR-2 IX,4
40016779,10000003,20000037,30000265,AZBR-2 X,4
40016784,10000003,20000037,30000265,AZBR-2 XI,6
40016799,10000003,20000037,30000266,Z-8Q65 I,2
40016801,10000003,20000037,30000266,Z-8Q65 II,7
40016805,10000003,20000037,30000266,Z-8Q65 III,4
40016812,10000003,20000037,30000266,Z-8Q65 IV,4
40016837,10000003,20000037,30000266,Z-8Q65 V,4
40016851,10000003,20000037,30000266,Z-8Q65 VI,4
40016860,10000003,20000037,30000266,Z-8Q65 VII,7
40016866,10000003,20000037,30000267,0J3L-V I,5
40016867,10000003,20000037,30000267,0J3L-V II,5
